branch_office,month_tz,day_tz,hour_tz,tiempodeses,prediccion
2,11,5,18,2108,TRUE
1,10,30,11,4454,TRUE
1,11,16,15,0,FALSE
1,11,28,17,66,FALSE
1,11,1,9,1764,TRUE
3,11,17,9,30,FALSE
1,11,28,8,0,FALSE
1,11,2,23,0,FALSE
1,11,28,10,0,FALSE
3,11,2,11,0,FALSE
1,10,28,13,719,TRUE
3,11,6,9,0,FALSE
2,11,8,11,13375,TRUE
3,11,8,9,0,FALSE
1,11,13,15,0,FALSE
3,11,15,10,3325,TRUE
1,11,3,12,0,FALSE
3,11,8,9,120,TRUE
1,10,31,17,0,FALSE
1,11,9,19,0,FALSE
3,11,13,16,3825,TRUE
3,11,8,21,0,FALSE
3,11,5,8,0,FALSE
3,11,3,15,0,FALSE
1,11,1,14,0,FALSE
2,11,30,10,16537,TRUE
1,11,23,14,0,FALSE
1,11,28,21,301,TRUE
1,11,16,11,12551,TRUE
1,11,3,11,2360,TRUE
1,11,2,16,1309,TRUE
3,11,29,23,374,TRUE
1,11,14,18,10,FALSE
3,11,27,19,750,TRUE
1,11,14,16,0,FALSE
3,11,29,8,16,FALSE
3,11,27,14,0,FALSE
1,11,13,20,0,FALSE
1,11,9,15,0,FALSE
1,11,4,13,53,FALSE
1,11,12,20,98,TRUE
3,11,4,14,13685,TRUE
3,11,15,12,0,FALSE
1,10,26,14,0,FALSE
2,11,8,17,1335,TRUE
1,10,29,12,209,TRUE
3,11,7,9,1968,TRUE
3,11,11,14,0,FALSE
1,11,6,23,0,FALSE
2,11,23,21,0,FALSE
1,11,5,3,0,FALSE
3,11,6,20,0,FALSE
3,11,5,21,0,FALSE
1,11,3,17,0,FALSE
1,11,9,4,404,TRUE
1,10,27,9,478,TRUE
1,11,9,18,0,FALSE
3,11,30,0,138,TRUE
3,11,8,21,0,FALSE
3,11,4,9,0,FALSE
1,11,10,12,1055,TRUE
2,11,5,18,0,FALSE
1,11,4,16,103,TRUE
1,11,19,19,0,FALSE
1,11,16,21,0,FALSE
2,11,29,17,0,FALSE
3,11,3,7,10,FALSE
3,11,12,20,0,FALSE
1,11,30,8,0,FALSE
1,11,29,22,1393,TRUE
1,10,31,13,0,FALSE
1,10,28,10,0,FALSE
3,11,13,21,1458,TRUE
3,11,14,16,0,FALSE
3,11,8,20,0,FALSE
3,11,13,13,0,FALSE
2,11,23,22,33011,TRUE
3,11,13,15,0,FALSE
3,11,24,14,0,FALSE
1,11,13,1,0,FALSE
1,11,3,16,0,FALSE
3,11,4,12,0,FALSE
1,10,31,8,0,FALSE
3,11,29,5,0,FALSE
3,11,13,14,0,FALSE
1,10,29,13,1335,TRUE
1,11,11,15,0,FALSE
3,11,15,16,823,TRUE
2,11,16,6,0,FALSE
3,11,14,16,0,FALSE
3,11,12,10,0,FALSE
3,11,13,23,0,FALSE
3,11,29,6,0,FALSE
2,11,8,18,0,FALSE
3,11,29,23,0,FALSE
1,11,9,8,870,TRUE
3,11,5,20,1440,TRUE
1,11,30,14,0,FALSE
1,10,30,13,0,FALSE
1,11,27,20,1519,TRUE
3,11,16,8,424,TRUE
3,11,8,16,0,FALSE
1,11,17,13,0,FALSE
3,11,8,9,0,FALSE
3,11,28,19,280,TRUE
3,11,12,21,121,TRUE
1,11,9,10,0,FALSE
3,11,24,8,2066,TRUE
1,11,13,20,0,FALSE
3,11,28,8,0,FALSE
3,11,4,20,0,FALSE
1,10,28,13,0,FALSE
1,10,30,12,15282,TRUE
3,11,8,7,0,FALSE
1,11,9,8,0,FALSE
1,11,15,18,0,FALSE
3,11,3,6,0,FALSE
3,11,3,8,0,FALSE
3,11,3,6,0,FALSE
3,11,14,21,0,FALSE
1,10,27,22,0,FALSE
1,11,1,15,0,FALSE
1,11,10,17,0,FALSE
1,11,16,17,0,FALSE
1,10,29,15,34,FALSE
3,11,28,8,35,FALSE
3,11,27,19,554,TRUE
3,11,4,19,0,FALSE
2,11,3,17,0,FALSE
3,11,16,7,0,FALSE
1,10,29,2,0,FALSE
1,11,7,12,0,FALSE
2,11,8,13,8454,TRUE
3,11,12,17,0,FALSE
1,11,9,16,0,FALSE
3,11,13,10,3891,TRUE
1,11,24,13,0,FALSE
1,11,8,14,0,FALSE
1,11,27,21,3131,TRUE
1,10,31,16,0,FALSE
2,11,13,14,3460,TRUE
3,11,2,12,1505,TRUE
2,11,7,16,3860,TRUE
2,11,10,17,29467,TRUE
2,11,30,9,0,FALSE
1,10,25,10,0,FALSE
1,10,30,21,164,TRUE
1,11,14,20,0,FALSE
3,11,13,16,0,FALSE
3,11,27,22,0,FALSE
1,10,25,14,2547,TRUE
3,11,13,16,328,TRUE
1,11,16,9,13867,TRUE
1,11,7,17,419,TRUE
3,11,29,17,0,FALSE
3,11,30,7,52106,TRUE
1,11,19,14,0,FALSE
1,11,5,20,0,FALSE
3,11,15,21,1356,TRUE
3,11,2,16,4218,TRUE
1,11,5,12,0,FALSE
3,11,6,14,0,FALSE
2,11,8,12,0,FALSE
1,11,19,15,0,FALSE
3,11,30,7,903,TRUE
1,11,15,17,10,FALSE
1,11,8,12,0,FALSE
1,10,28,21,159,TRUE
3,11,17,8,47,FALSE
2,11,24,15,24427,TRUE
1,10,29,14,842,TRUE
1,10,31,23,1658,TRUE
3,11,27,21,1795,TRUE
1,11,3,14,0,FALSE
3,11,14,21,6553,TRUE
1,10,31,14,49,FALSE
1,11,8,13,0,FALSE
1,11,6,14,571,TRUE
1,10,30,10,0,FALSE
1,11,29,8,233,TRUE
1,11,2,8,20,FALSE
3,11,5,23,0,FALSE
3,11,29,18,0,FALSE
3,11,16,11,0,FALSE
1,11,23,22,162,TRUE
1,10,30,6,0,FALSE
1,10,29,17,5435,TRUE
1,11,16,10,0,FALSE
1,11,15,16,0,FALSE
1,11,16,11,8287,TRUE
1,11,24,11,0,FALSE
3,11,13,12,0,FALSE
3,11,13,13,524,TRUE
1,11,14,8,83,TRUE
3,11,4,6,0,FALSE
1,10,25,17,0,FALSE
1,11,3,17,478,TRUE
3,11,8,19,0,FALSE
2,11,6,16,8323,TRUE
2,11,8,11,0,FALSE
3,11,6,20,0,FALSE
3,11,16,13,955,TRUE
1,11,29,13,0,FALSE
2,11,27,14,25869,TRUE
1,11,12,19,0,FALSE
1,10,29,8,1780,TRUE
3,11,5,13,0,FALSE
1,11,4,17,0,FALSE
1,11,19,14,21963,TRUE
3,11,28,21,2770,TRUE
1,11,28,20,0,FALSE
2,11,7,23,0,FALSE
1,10,31,18,300,TRUE
3,11,4,18,0,FALSE
1,11,10,14,0,FALSE
3,11,23,22,5940,TRUE
2,11,5,19,0,FALSE
1,11,15,14,1544,TRUE
1,10,24,23,0,FALSE
1,11,9,20,0,FALSE
3,11,30,8,0,FALSE
1,10,31,23,0,FALSE
3,11,10,6,0,FALSE
1,10,26,18,0,FALSE
3,11,8,9,0,FALSE
1,10,24,19,0,FALSE
2,11,8,16,0,FALSE
3,11,2,20,18,FALSE
1,10,31,22,16010,TRUE
3,11,10,16,0,FALSE
1,10,31,19,44,FALSE
1,10,27,16,48,FALSE
3,11,3,15,8454,TRUE
3,11,11,14,3984,TRUE
3,11,14,10,0,FALSE
1,11,4,9,229,TRUE
1,10,27,2,8,FALSE
3,11,28,20,3075,TRUE
3,11,3,20,0,FALSE
1,11,6,14,0,FALSE
3,11,10,16,0,FALSE
3,11,7,16,0,FALSE
3,11,17,6,0,FALSE
3,11,24,8,33,FALSE
2,11,14,12,12939,TRUE
1,11,4,21,817,TRUE
1,11,29,18,0,FALSE
3,11,4,11,1349,TRUE
1,10,30,23,21700,TRUE
1,11,11,16,227,TRUE
3,11,24,12,0,FALSE
1,11,5,12,0,FALSE
1,11,8,14,0,FALSE
1,11,5,18,0,FALSE
1,11,2,8,735,TRUE
1,10,26,22,27,FALSE
3,11,12,20,0,FALSE
1,10,31,16,4150,TRUE
1,10,27,13,34759,TRUE
1,11,30,8,1205,TRUE
2,11,12,14,2010,TRUE
3,11,8,6,85,FALSE
1,11,27,15,0,FALSE
3,11,30,16,0,FALSE
3,11,10,14,0,FALSE
1,11,16,21,0,FALSE
1,11,7,19,50,FALSE
1,11,11,13,1210,TRUE
2,11,16,20,19907,TRUE
1,11,19,17,0,FALSE
1,10,29,11,572,TRUE
3,11,16,8,0,FALSE
3,11,9,7,0,FALSE
1,11,2,18,0,FALSE
3,11,16,19,464,TRUE
1,11,16,14,0,FALSE
1,11,15,9,0,FALSE
2,11,14,7,0,FALSE
1,11,1,13,1923,TRUE
1,11,30,9,91,TRUE
1,11,27,18,1950,TRUE
3,11,14,16,1341,TRUE
2,11,29,14,30139,TRUE
1,11,5,22,0,FALSE
1,11,15,15,0,FALSE
3,11,3,11,2341,TRUE
3,11,16,7,4195,TRUE
2,11,29,16,0,FALSE
3,11,6,10,28433,TRUE
1,11,3,17,0,FALSE
1,11,2,14,0,FALSE
1,11,7,10,0,FALSE
3,11,12,15,4868,TRUE
1,11,2,0,1677,TRUE
1,11,3,19,63,TRUE
3,11,10,17,2052,TRUE
3,11,11,13,0,FALSE
1,11,5,21,0,FALSE
1,11,1,20,699,TRUE
3,11,8,20,0,FALSE
1,11,4,16,2963,TRUE
1,11,5,8,2663,TRUE
3,11,15,8,0,FALSE
3,11,6,18,1738,TRUE
3,11,8,19,0,FALSE
1,11,9,14,0,FALSE
1,10,28,15,0,FALSE
1,11,7,22,36,FALSE
3,11,13,13,24893,TRUE
3,11,17,8,0,FALSE
3,11,17,10,11,FALSE
1,11,3,13,28977,TRUE
1,10,31,16,0,FALSE
3,11,9,8,0,FALSE
3,11,10,8,493,TRUE
3,11,16,20,0,FALSE
1,11,28,11,0,FALSE
2,11,9,21,0,FALSE
3,11,19,17,0,FALSE
1,11,8,9,0,FALSE
3,11,12,13,976,TRUE
2,11,29,15,955,TRUE
3,11,24,17,10737,TRUE
3,11,4,0,1477,TRUE
3,11,16,21,6756,TRUE
3,11,24,10,0,FALSE
1,11,10,14,0,FALSE
1,11,30,16,0,FALSE
3,11,14,20,104,TRUE
1,11,10,17,11973,TRUE
1,11,7,18,0,FALSE
3,11,12,11,0,FALSE
1,11,1,11,0,FALSE
2,11,8,11,31438,TRUE
1,10,31,11,0,FALSE
3,11,16,20,4709,TRUE
1,10,30,19,0,FALSE
1,10,31,15,0,FALSE
3,11,5,20,49,FALSE
1,11,7,11,424,TRUE
1,11,30,12,0,FALSE
1,11,3,11,0,FALSE
1,11,10,11,279,TRUE
1,11,3,8,0,FALSE
1,10,28,0,0,FALSE
1,10,29,15,55,TRUE
1,11,4,21,0,FALSE
3,11,12,6,0,FALSE
1,11,8,8,200,TRUE
3,11,28,21,0,FALSE
1,11,14,1,5755,TRUE
3,11,30,7,0,FALSE
1,11,24,11,0,FALSE
1,11,16,9,1424,TRUE
2,11,9,20,28,FALSE
3,11,6,20,0,FALSE
3,11,8,6,0,FALSE
3,11,17,9,0,FALSE
3,11,13,10,0,FALSE
3,11,27,14,23,FALSE
1,11,12,0,13650,TRUE
1,11,5,22,0,FALSE
1,11,1,15,32,FALSE
3,11,12,14,0,FALSE
1,10,28,18,0,FALSE
2,11,10,7,521,TRUE
1,11,17,7,0,FALSE
3,11,7,18,0,FALSE
1,10,28,20,18257,TRUE
3,11,19,15,22229,TRUE
2,11,10,15,529,TRUE
1,11,17,8,0,FALSE
3,11,24,7,0,FALSE
1,11,9,13,0,FALSE
3,11,15,17,0,FALSE
1,11,8,21,0,FALSE
3,11,19,17,0,FALSE
1,11,1,9,0,FALSE
3,11,28,10,0,FALSE
1,10,29,14,17,FALSE
1,11,9,20,0,FALSE
3,11,16,18,0,FALSE
1,11,14,16,0,FALSE
1,11,10,3,12433,TRUE
3,11,16,20,0,FALSE
1,11,7,14,18,FALSE
2,11,9,16,0,FALSE
1,11,9,22,14023,TRUE
1,11,9,11,0,FALSE
3,11,16,11,0,FALSE
1,10,27,7,0,FALSE
3,11,5,19,0,FALSE
2,11,11,18,82,TRUE
1,11,27,16,22,FALSE
3,11,16,20,20425,TRUE
3,11,9,11,10,FALSE
3,11,3,10,0,FALSE
1,11,14,15,0,FALSE
1,11,29,9,0,FALSE
1,10,30,12,113,TRUE
1,11,15,16,261,TRUE
1,11,6,14,1906,TRUE
1,10,29,16,2318,TRUE
3,11,14,17,1528,TRUE
3,11,16,16,0,FALSE
2,11,5,19,13253,TRUE
1,11,6,0,0,FALSE
3,11,2,0,1708,TRUE
2,11,29,16,1089,TRUE
1,11,1,18,83,TRUE
3,11,3,21,0,FALSE
1,11,7,10,0,FALSE
3,11,8,6,0,FALSE
3,11,30,6,0,FALSE
1,11,6,14,0,FALSE
1,10,31,23,91,TRUE
3,11,24,6,0,FALSE
3,11,4,18,32,FALSE
3,11,19,15,0,FALSE
1,11,14,22,33299,TRUE
1,10,27,13,19,FALSE
3,11,7,17,0,FALSE
3,11,28,19,0,FALSE
1,10,28,18,0,FALSE
3,11,3,14,10317,TRUE
1,11,27,22,3568,TRUE
3,11,5,14,0,FALSE
3,11,14,16,1746,TRUE
3,11,11,19,2643,TRUE
1,11,14,16,0,FALSE
3,11,6,15,4535,TRUE
1,11,29,16,0,FALSE
3,11,7,9,0,FALSE
2,11,3,22,0,FALSE
1,11,12,21,0,FALSE
1,11,16,18,0,FALSE
3,11,14,18,0,FALSE
1,10,27,0,0,FALSE
3,11,10,11,0,FALSE
1,11,17,13,1744,TRUE
3,11,16,9,0,FALSE
2,11,27,20,2326,TRUE
3,11,9,12,3,FALSE
1,11,3,3,270,TRUE
1,11,1,19,167,TRUE
1,11,1,21,685,TRUE
1,10,31,13,64432,TRUE
2,11,4,11,0,FALSE
1,11,13,1,14,FALSE
1,10,24,20,0,FALSE
1,11,7,18,0,FALSE
1,11,28,21,0,FALSE
1,11,11,20,3746,TRUE
1,11,16,1,0,FALSE
1,11,13,7,1519,TRUE
3,11,2,17,1780,TRUE
3,11,4,21,9,FALSE
3,11,5,14,0,FALSE
3,11,17,7,108,TRUE
1,11,7,9,722,TRUE
1,11,1,11,175,TRUE
1,11,12,18,0,FALSE
1,11,1,13,45,FALSE
1,11,7,19,0,FALSE
1,10,31,9,1880,TRUE
1,11,9,14,2009,TRUE
3,11,29,17,0,FALSE
3,11,11,21,0,FALSE
3,11,9,8,0,FALSE
3,11,28,8,0,FALSE
3,11,7,6,0,FALSE
1,11,1,15,13829,TRUE
1,10,31,20,28,FALSE
1,11,2,12,0,FALSE
3,11,6,14,0,FALSE
1,11,16,12,0,FALSE
1,10,28,9,0,FALSE
3,11,12,14,0,FALSE
1,11,24,9,889,TRUE
3,11,8,16,200,TRUE
1,11,15,19,0,FALSE
3,11,13,16,6316,TRUE
1,11,8,16,0,FALSE
1,11,9,14,522,TRUE
1,11,10,13,0,FALSE
1,11,5,11,1641,TRUE
2,11,4,19,0,FALSE
3,11,19,16,0,FALSE
1,11,5,10,1288,TRUE
3,11,9,10,0,FALSE
1,11,14,15,0,FALSE
1,11,12,15,0,FALSE
1,10,27,15,2552,TRUE
1,10,24,21,18007,TRUE
3,11,30,17,0,FALSE
1,11,3,22,0,FALSE
3,11,16,8,0,FALSE
1,11,4,14,46,FALSE
3,11,13,16,0,FALSE
1,10,27,18,1742,TRUE
1,11,14,16,0,FALSE
3,11,8,7,0,FALSE
3,11,14,17,0,FALSE
2,11,16,15,3535,TRUE
1,11,11,15,6492,TRUE
1,11,3,20,0,FALSE
1,11,7,21,0,FALSE
1,11,12,13,0,FALSE
1,11,6,0,145,TRUE
1,11,10,13,0,FALSE
3,11,8,22,0,FALSE
2,11,12,10,112,TRUE
1,11,27,15,0,FALSE
1,11,6,12,0,FALSE
1,11,10,16,0,FALSE
2,11,17,16,0,FALSE
1,11,14,10,0,FALSE
1,10,31,19,0,FALSE
1,11,13,13,301,TRUE
1,11,6,17,483,TRUE
1,11,5,12,251,TRUE
3,11,11,17,0,FALSE
1,10,28,3,1778,TRUE
1,10,31,13,0,FALSE
1,11,3,17,6541,TRUE
1,10,31,7,0,FALSE
1,11,8,12,28,FALSE
1,10,31,16,11896,TRUE
2,11,28,15,0,FALSE
3,11,30,11,8018,TRUE
3,11,10,10,0,FALSE
1,10,24,14,60,FALSE
3,11,16,10,342,TRUE
3,11,2,7,0,FALSE
1,11,6,17,33,FALSE
1,10,27,9,68048,TRUE
3,11,14,13,890,TRUE
1,11,5,4,27,FALSE
1,11,30,12,0,FALSE
3,11,6,20,355,TRUE
1,11,16,16,0,FALSE
1,11,17,10,0,FALSE
1,11,1,21,46,FALSE
1,11,1,1,0,FALSE
2,11,28,7,4,FALSE
3,11,4,11,0,FALSE
1,10,26,14,0,FALSE
1,10,30,8,0,FALSE
3,11,11,22,732,TRUE
1,10,25,12,0,FALSE
1,11,6,19,0,FALSE
3,11,4,19,9460,TRUE
1,11,29,17,108,TRUE
3,11,4,16,0,FALSE
3,11,5,5,6652,TRUE
3,11,7,18,0,FALSE
1,11,8,13,10,FALSE
2,11,13,1,14459,TRUE
3,11,14,12,0,FALSE
1,11,9,2,8722,TRUE
1,11,1,15,0,FALSE
1,10,30,16,32,FALSE
1,11,15,16,63,FALSE
1,11,13,4,9606,TRUE
1,11,8,16,50,FALSE
1,11,9,14,0,FALSE
1,10,24,23,0,FALSE
1,11,11,22,3448,TRUE
3,11,15,15,0,FALSE
3,11,10,6,511,TRUE
3,11,12,16,0,FALSE
3,11,29,19,0,FALSE
2,11,12,9,0,FALSE
1,11,28,15,0,FALSE
3,11,12,1,0,FALSE
3,11,17,11,0,FALSE
3,11,16,7,0,FALSE
3,11,9,14,0,FALSE
1,11,28,15,472,TRUE
2,11,9,8,64424,TRUE
1,10,30,10,3027,TRUE
1,10,27,7,79,TRUE
1,11,10,8,67,FALSE
1,11,24,9,6565,TRUE
3,11,6,19,0,FALSE
1,11,15,17,0,FALSE
3,11,15,20,0,FALSE
3,11,3,12,10317,TRUE
3,11,14,5,0,FALSE
1,11,16,22,76,TRUE
1,10,28,2,9961,TRUE
3,11,27,17,84,FALSE
1,11,9,13,1105,TRUE
1,11,7,14,0,FALSE
1,11,10,14,0,FALSE
3,11,28,11,0,FALSE
3,11,4,14,0,FALSE
3,11,15,22,0,FALSE
1,11,6,23,0,FALSE
1,10,27,21,37,TRUE
1,11,30,12,5699,TRUE
1,11,5,9,0,FALSE
1,11,6,18,21,FALSE
3,11,28,10,0,FALSE
3,11,28,10,0,FALSE
1,11,4,17,114,TRUE
1,11,4,16,0,FALSE
1,10,28,9,5109,TRUE
3,11,5,9,0,FALSE
3,11,28,20,2507,TRUE
2,11,27,17,16784,TRUE
3,11,14,9,0,FALSE
3,11,27,18,21037,TRUE
3,11,13,11,0,FALSE
1,11,3,13,41,FALSE
3,11,9,21,0,FALSE
1,10,31,1,0,FALSE
1,11,4,15,819,TRUE
1,11,7,10,784,TRUE
1,11,3,22,16733,TRUE
3,11,7,6,77,FALSE
3,11,17,7,25087,TRUE
3,11,13,14,0,FALSE
3,11,17,13,0,FALSE
1,11,3,8,0,FALSE
1,11,3,17,0,FALSE
1,11,5,1,257,TRUE
2,11,8,7,0,FALSE
1,11,11,16,4588,TRUE
1,10,27,11,50,FALSE
2,11,27,18,0,FALSE
3,11,24,6,0,FALSE
1,11,13,12,0,FALSE
1,11,24,16,62632,TRUE
1,11,13,20,52,FALSE
2,11,4,23,0,FALSE
2,11,10,15,6974,TRUE
1,11,3,9,425,TRUE
3,11,17,7,0,FALSE
1,11,15,18,0,FALSE
1,11,7,10,0,FALSE
1,11,3,18,0,FALSE
3,11,12,6,0,FALSE
3,11,29,14,1613,TRUE
3,11,8,10,0,FALSE
3,11,29,20,1513,TRUE
3,11,4,8,0,FALSE
1,10,27,20,0,FALSE
1,10,30,1,0,FALSE
1,11,29,14,0,FALSE
1,11,24,9,0,FALSE
3,11,17,13,0,FALSE
1,10,28,10,630,TRUE
2,11,3,18,82,TRUE
1,11,5,2,64125,TRUE
2,11,14,9,2132,TRUE
1,11,19,18,7652,TRUE
1,11,1,7,0,FALSE
3,11,29,14,690,TRUE
3,11,6,20,0,FALSE
3,11,23,20,0,FALSE
1,11,2,9,0,FALSE
3,11,16,6,0,FALSE
3,11,3,19,0,FALSE
3,11,7,14,791,TRUE
1,11,9,10,0,FALSE
1,11,15,9,0,FALSE
3,11,24,11,0,FALSE
3,11,15,22,0,FALSE
1,11,3,13,0,FALSE
1,11,29,0,2355,TRUE
3,11,13,11,9725,TRUE
3,11,23,17,4,FALSE
1,10,29,18,148,TRUE
1,10,26,18,0,FALSE
3,11,4,23,0,FALSE
1,11,7,14,4730,TRUE
3,11,14,9,0,FALSE
1,11,9,12,0,FALSE
1,11,29,13,10264,TRUE
3,11,16,9,0,FALSE
3,11,23,20,0,FALSE
1,11,7,14,0,FALSE
1,11,14,17,0,FALSE
2,11,6,12,31051,TRUE
1,10,27,22,0,FALSE
3,11,16,17,0,FALSE
1,11,3,20,0,FALSE
3,11,14,17,1179,TRUE
3,11,7,17,0,FALSE
1,11,17,15,0,FALSE
3,11,16,17,138,TRUE
3,11,16,10,0,FALSE
1,11,7,19,0,FALSE
1,11,12,14,0,FALSE
1,11,2,17,0,FALSE
3,11,10,8,0,FALSE
1,11,8,7,0,FALSE
1,10,27,13,0,FALSE
1,11,24,9,0,FALSE
1,11,3,17,63,TRUE
3,11,30,8,0,FALSE
2,11,8,18,0,FALSE
3,11,4,13,0,FALSE
3,11,15,12,1162,TRUE
1,11,28,19,0,FALSE
1,10,30,9,2032,TRUE
1,11,15,18,0,FALSE
1,11,6,16,0,FALSE
1,10,26,15,0,FALSE
3,11,28,12,0,FALSE
1,10,29,1,0,FALSE
3,11,14,16,3239,TRUE
2,11,6,11,0,FALSE
1,10,28,6,11,FALSE
1,11,23,17,0,FALSE
1,11,14,7,0,FALSE
1,11,29,12,0,FALSE
1,11,7,21,0,FALSE
3,11,9,18,0,FALSE
1,11,2,16,3644,TRUE
1,11,24,14,0,FALSE
1,11,14,16,314,TRUE
1,10,28,10,21137,TRUE
3,11,2,6,0,FALSE
3,11,29,21,0,FALSE
3,11,5,19,13,FALSE
3,11,8,18,0,FALSE
3,11,8,14,0,FALSE
3,11,13,22,0,FALSE
1,11,4,22,0,FALSE
1,11,11,16,2806,TRUE
2,11,15,21,31849,TRUE
1,11,2,22,0,FALSE
1,11,6,14,382,TRUE
1,11,4,7,728,TRUE
1,10,30,12,0,FALSE
1,10,29,5,68034,TRUE
3,11,13,10,0,FALSE
3,11,7,10,1919,TRUE
3,11,19,13,115,TRUE
3,11,2,16,0,FALSE
1,11,4,22,15163,TRUE
1,11,8,19,0,FALSE
1,11,10,16,33,FALSE
3,11,29,17,0,FALSE
3,11,4,19,136,TRUE
1,11,9,20,0,FALSE
1,11,5,11,0,FALSE
2,11,14,9,60,FALSE
1,11,6,0,314,TRUE
2,11,3,22,3271,TRUE
1,11,15,22,0,FALSE
1,11,12,19,2666,TRUE
1,11,4,20,1155,TRUE
3,11,4,15,99,TRUE
3,11,29,12,0,FALSE
3,11,5,19,300,TRUE
1,11,23,15,62,FALSE
1,10,28,5,0,FALSE
1,11,3,9,34341,TRUE
3,11,14,10,0,FALSE
1,10,31,18,0,FALSE
1,11,1,17,0,FALSE
1,11,2,0,0,FALSE
1,10,27,17,4661,TRUE
1,11,6,20,0,FALSE
3,11,9,7,0,FALSE
1,11,1,12,0,FALSE
1,11,5,12,1741,TRUE
1,10,29,4,0,FALSE
3,11,11,16,184,TRUE
3,11,13,11,0,FALSE
1,11,17,14,13963,TRUE
3,11,9,20,0,FALSE
3,11,3,19,0,FALSE
1,11,24,12,0,FALSE
1,11,7,18,137,TRUE
1,11,4,8,32180,TRUE
1,10,26,19,0,FALSE
3,11,29,14,2205,TRUE
1,11,8,8,671,TRUE
3,11,30,9,0,FALSE
1,11,24,8,0,FALSE
2,11,16,17,17,FALSE
1,11,4,17,27,FALSE
3,11,13,21,0,FALSE
1,11,19,15,0,FALSE
2,11,28,10,31893,TRUE
3,11,30,10,123,TRUE
1,11,9,19,0,FALSE
3,11,13,14,28947,TRUE
3,11,4,12,0,FALSE
1,11,12,16,1761,TRUE
3,11,15,19,0,FALSE
3,11,15,19,0,FALSE
2,11,28,13,913,TRUE
3,11,28,19,15157,TRUE
3,11,23,17,0,FALSE
1,11,10,7,0,FALSE
1,10,29,3,1948,TRUE
1,11,24,10,2147,TRUE
3,11,11,16,0,FALSE
1,11,10,17,0,FALSE
2,11,28,12,1328,TRUE
1,10,30,19,913,TRUE
1,11,13,21,0,FALSE
1,11,8,13,0,FALSE
1,11,1,21,1111,TRUE
1,11,2,16,0,FALSE
1,11,7,9,0,FALSE
1,11,16,15,187,TRUE
3,11,9,7,0,FALSE
1,11,7,16,0,FALSE
2,11,13,10,0,FALSE
1,11,10,7,11,FALSE
1,10,29,14,0,FALSE
3,11,16,0,0,FALSE
2,11,4,22,7260,TRUE
3,11,14,11,53,FALSE
1,11,2,3,0,FALSE
1,10,31,17,5678,TRUE
1,11,5,14,0,FALSE
3,11,17,9,0,FALSE
2,11,4,18,0,FALSE
3,11,2,18,0,FALSE
3,11,28,9,0,FALSE
3,11,7,23,0,FALSE
3,11,27,19,0,FALSE
1,11,3,16,0,FALSE
1,11,23,21,30,FALSE
1,11,6,10,0,FALSE
3,11,9,11,0,FALSE
1,11,15,19,0,FALSE
1,11,17,8,0,FALSE
1,11,14,14,0,FALSE
1,10,28,16,496,TRUE
3,11,24,17,0,FALSE
3,11,8,6,0,FALSE
1,11,10,9,0,FALSE
2,11,5,22,0,FALSE
1,11,14,19,0,FALSE
1,11,29,22,103,TRUE
1,10,29,16,0,FALSE
3,11,24,6,0,FALSE
3,11,16,17,0,FALSE
1,11,9,19,129,TRUE
2,11,13,21,3033,TRUE
3,11,16,9,0,FALSE
1,10,30,16,124,TRUE
1,10,27,15,8,FALSE
1,11,11,19,0,FALSE
3,11,7,13,0,FALSE
3,11,15,10,0,FALSE
1,10,29,18,0,FALSE
1,11,29,10,0,FALSE
1,11,9,16,0,FALSE
2,11,3,21,0,FALSE
1,11,2,9,1528,TRUE
3,11,16,15,0,FALSE
2,11,3,15,39,FALSE
3,11,3,16,24957,TRUE
1,10,31,15,20,FALSE
1,10,28,19,0,FALSE
3,11,2,18,1233,TRUE
3,11,14,9,0,FALSE
1,11,28,0,0,FALSE
1,10,31,18,0,FALSE
2,11,16,1,0,FALSE
3,11,30,9,0,FALSE
1,10,28,23,0,FALSE
1,11,30,13,0,FALSE
1,11,28,13,198,TRUE
3,11,10,13,0,FALSE
3,11,16,7,0,FALSE
3,11,9,13,0,FALSE
3,11,2,4,111,TRUE
2,11,16,10,9165,TRUE
1,11,2,15,374,TRUE
1,10,28,15,11347,TRUE
1,10,31,10,0,FALSE
3,11,8,22,0,FALSE
3,11,4,16,0,FALSE
3,11,6,10,0,FALSE
1,11,3,12,0,FALSE
1,10,25,14,30811,TRUE
1,10,30,2,0,FALSE
1,11,2,9,0,FALSE
2,11,14,14,0,FALSE
1,10,28,14,0,FALSE
3,11,16,18,1489,TRUE
1,11,2,13,0,FALSE
3,11,27,22,0,FALSE
3,11,16,7,0,FALSE
3,11,4,19,17635,TRUE
1,11,29,14,1904,TRUE
1,11,29,18,14589,TRUE
1,11,8,10,0,FALSE
3,11,5,11,0,FALSE
2,11,24,7,4010,TRUE
3,11,8,19,0,FALSE
1,11,8,13,0,FALSE
2,11,4,9,2487,TRUE
1,10,27,11,503,TRUE
3,11,14,14,0,FALSE
1,11,5,23,0,FALSE
3,11,16,7,0,FALSE
1,11,12,18,34356,TRUE
3,11,28,21,0,FALSE
3,11,29,17,0,FALSE
3,11,24,7,0,FALSE
1,11,24,15,62,FALSE
1,11,8,12,0,FALSE
3,11,29,19,444,TRUE
3,11,19,18,7106,TRUE
1,11,3,10,0,FALSE
2,11,17,1,1203,TRUE
